code,name,city,state,statename,lat,lng,search
MTM,Metlakatla Sea Plane Base,Metlakatla,AK,Alaska,55.1333,-131.583,mtm|metlakatlaseaplanebase|metlakatlaak|alaska
MUE,Waimea Kohala Airport,Kamuela,HI,Hawaii,19.9983,-155.675,mue|waimeakohalaairport|kamuelahi|hawaii
MVY,Marthas Vineyard Airport,Vineyard Haven,MA,Massachusetts,41.3895,-70.6112,mvy|marthasvineyardairport|vineyardhavenma|massachusetts
MWA,Williamson County Regional Airport,Marion,IL,Illinois,37.7467,-89.0104,mwa|williamsoncountyregionalairport|marionil|illinois
MYL,Mccall Airport,Mccall,ID,Idaho,44.8968,-116.096,myl|mccallairport|mccallid|idaho
MYR,Myrtle Beach International Airport,Myrtle Beach,SC,South Carolina,33.6821,-78.9228,myr|myrtlebeachinternationalairport|myrtlebeachsc|southcarolina
MYU,Mekoryuk,Mekoryuk,AK,Alaska,60.3906,-166.191,myu|mekoryuk|mekoryukak|alaska
NCN,Chenega,New Chenega,AK,Alaska,60.0784,-148.017,ncn|chenega|newchenegaak|alaska
NIB,Nikolai,Nikolai,AK,Alaska,45.9837,-108.028,nib|nikolai|nikolaiak|alaska
NIP,Jacksonville Naval Air Station,Jacksonville,FL,Florida,30.2342,-81.6753,nip|jacksonvillenavalairstation|jacksonvillefl|florida
NIU,Honolulu International Airport,Honolulu,HI,Hawaii,21.3358,-157.919,niu|honoluluinternationalairport|honoluluhi|hawaii
NKI,Naukiti Airport,Naukiti,AK,Alaska,55.8556,-133.183,nki|naukitiairport|naukitiak|alaska
NLG,Nelson Lagoon,Nelson Lagoon,AK,Alaska,56.0167,-161.15,nlg|nelsonlagoonak|alaska
NME,Nightmute Airport,Nightmute,AK,Alaska,60.4723,-164.699,nme|nightmuteairport|nightmuteak|alaska
NNL,Nondalton,Nondalton,AK,Alaska,59.9717,-154.847,nnl|nondaltonak|alaska
NUI,Nuiqsut,Nuiqsut,AK,Alaska,70.2167,-150.917,nui|nuiqsut|nuiqsutak|alaska
NUL,Nulato Airport,Nulato,AK,Alaska,64.7134,-158.077,nul|nulatoairport|nulatoak|alaska
NUP,Nunapitchuk,Nunapitchuk,AK,Alaska,60.897,-162.453,nup|alaska|nunapitchukak|alaska
NYA,Norwood Young America,Norwood Young America,MN,Minnesota,44.7718,-93.9263,nya|norwoodyoungamericamn|minnesota
OAJ,Albert J Ellis Airport,Richlands,NC,North Carolina,34.8307,-77.6053,oaj|albertjellisairport|richlandsnc|northcarolina
OAK,Oakland International Airport,Oakland,CA,California,37.7158,-122.209,oak|oaklandinternationalairport|oaklandca|california
OBU,Kobuk Airport,Kobuk,AK,Alaska,66.9148,-156.878,obu|kobukairport|kobukak|alaska
ODW,Oak Harbor Airpark,Oak Harbor,WA,Washington,48.2517,-122.68,odw|oakharborairpark|oakharborwa|washington
OGG,Kahului Airport,Kahului,HI,Hawaii,20.8926,-156.441,ogg|kahuluiairport|kahuluihi|hawaii
OGS,Ogdensburg International Airport,Ogdensburg,NY,New York,44.6782,-75.4765,ogs|ogdensburginternationalairport|ogdensburgny|newyork
OKC,Will Rogers World Airport,Oklahoma City,OK,Oklahoma,35.3981,-97.5974,okc|willrogersworldairport|oklahomacityok|oklahoma
OLF,L. M. Clayton Airport,Wolf Point,MT,Montana,48.0964,-105.575,olf|l.m.claytonairport|wolfpointmt|montana
OLH,Old Harbor,Old Harbor,AK,Alaska,62.8903,-149.054,olh|alaska|oldharborak|alaska
OMA,Eppley Airfield,Omaha,NE,Nebraska,41.3,-95.8998,oma|eppleyairfield|omahane|nebraska
OME,Nome Airport,Nome,AK,Alaska,64.5125,-165.445,ome|nomeairport|nomeak|alaska
ONL,The Oneill Municipal Airport,O'neill,NE,Nebraska,42.4655,-98.6866,onl|theoneillmunicipalairport|o'neillne|nebraska
ONT,Ontario International Airport,Ontario,CA,California,34.062,-117.594,ont|ontariointernationalairport|ontarioca|california
OOK,Toksook Bay,Toksook Bay,AK,Alaska,60.5334,-165.114,ook|toksookbay|toksookbayak|alaska
OPF,Opa Locka Airport,Opa-Locka,FL,Florida,25.9023,-80.2677,opf|opalockaairport|opalockafl|florida
ORD,Chicago O'Hare International Airport,Chicago,IL,Illinois,41.9796,-87.8825,ord|chi|chicagoohareinternationalairport|chicagoil|illinois
ORF,Norfolk International Airport,Norfolk,VA,Virginia,36.8977,-76.2154,orf|norfolkinternationalairport|norfolkva|virginia
ORH,Worcester Municipal Airport,Worcester,MA,Massachusetts,42.2699,-71.8706,orh|worcestermunicipalairport|worcesterma|massachusetts
ORI,Port Lions Airport,Port Lions,AK,Alaska,57.884987,-152.847231,ori|portlionsak|alaska
ORV,Curtis Memorial,Noorvik,AK,Alaska,66.8333,-161.033,orv|curtismemorial|noorvikak|alaska
OTH,North Bend Municipal Airport,North Bend,OR,Oregon,43.4141,-124.244,oth|northbendmunicipalairport|northbendor|oregon
OTZ,Ralph Wien Memorial Airport,Kotzebue,AK,Alaska,66.8893,-162.61,otz|ralphwienmemorialairport|kotzebueak|alaska
OVS,Boscobel Airport,Boscobel,WI,Wisconsin,43.1537,-90.6764,ovs|boscobelairport|boscobelwi|wisconsin
OXR,Oxnard Airport,Oxnard,CA,California,34.1984,-119.206,oxr|oxnardairport|oxnardca|california
PAH,Barkley Regional Airport,West Paducah,KY,Kentucky,37.0612,-88.7672,pah|barkleyregionalairport|westpaducahky|kentucky
PBG,Plattsburgh Air Force Base,Plattsburgh,NY,New York,44.6508,-73.4683,pbg|plattsburghairforcebase|plattsburghny|newyork
PBI,Palm Beach International Airport,West Palm Beach,FL,Florida,26.6909,-80.0889,pbi|palmbeachinternationalairport|westpalmbeachfl|florida
PCE,Painter Creek,Painter Creek,AK,Alaska,57.093,-157.258,pce|paintercreek|paintercreekak|alaska
PDB,Pedro Bay,Pedro Bay,AK,Alaska,59.7868,-154.105,pdb|pedrobay|pedrobayak|alaska
PDT,Eastern Oregon Regional Airport,Pendleton,OR,Oregon,45.6893,-118.839,pdt|easternoregonregionalairport|pendletonor|oregon
PDX,Portland International Airport,Portland,OR,Oregon,45.5867,-122.587,pdx|portlandinternationalairport|portlandor|oregon
PEC,Pelican Sea Plane Base,Pelican,AK,Alaska,57.95,-136.233,pec|pelicanseaplanebase|pelicanak|alaska
PFN,Panama City Bay County Airport,Panama City,FL,Florida,30.2071,-85.6829,pfn|panamacitybaycountyairport|panamacityfl|florida
PGA,Page Municipal Airport,Page,AZ,Arizona,36.9243,-111.451,pga|pagemunicipalairport|pageaz|arizona
PGM,Port Graham,Port Graham,AK,Alaska,59.35,-151.833,pgm|portgraham|portgrahamak|alaska
PGV,Pitt Greenville Airport,Greenville,NC,North Carolina,35.6336,-77.3808,pgv|pittgreenvilleairport|greenvillenc|northcarolina
PHF,Newport News-Williamsburg International Airport,Newport News,VA,Virginia,37.1306,-76.5026,phf|newportnewswilliamsburginternationalairport|newportnewsva|virginia
PHL,Philadelphia International Airport,Philadelphia,PA,Pennsylvania,39.8768,-75.2419,phl|philadelphiainternationalairport|philadelphiapa|pennsylvania
PHO,Point Hope Airport,Point Hope,AK,Alaska,68.3494,-166.797,pho|pointhopeairport|pointhopeak|alaska
PHX,Sky Harbor International Airport,Phoenix,AZ,Arizona,33.4376,-112.03,phx|skyharborinternationalairport|phoenixaz|arizona
PIA,Greater Peoria Regional Airport,Peoria,IL,Illinois,40.6663,-89.6909,pia|greaterpeoriaregionalairport|peoriail|illinois
PIB,Pine Belt Regional Airport,Moselle,MS,Mississippi,31.4671,-89.3333,pib|pinebeltregionalairport|mosellems|mississippi
PIE,St. Petersburg-Clearwater International Airport,Clearwater,FL,Florida,27.9065,-82.6924,pie|st.petersburgclearwaterinternationalairport|clearwaterfl|florida
PIH,Pocatello Municipal Airport,Pocatello,ID,Idaho,42.9056,-112.588,pih|pocatellomunicipalairport|pocatelloid|idaho
PIP,Pilot Point Airport,Pilot Point,AK,Alaska,57.5631,-157.558,pip|pilotpointairport|pilotpointak|alaska
PIR,Pierre Municipal Airport,Pierre,SD,South Dakota,44.3801,-100.293,pir|pierremunicipalairport|pierresd|southdakota
PIT,Pittsburgh International Airport,Coraopolis,PA,Pennsylvania,40.4914,-80.2328,pit|pittsburghinternationalairport|coraopolispa|pennsylvania
PIZ,Dew Station,Point Lay,AK,Alaska,69.7333,-163.017,piz|dewstation|pointlayak|alaska
PKA,Napaskiak,Napaskiak,AK,Alaska,60.7049,-161.766,pka|alaska|napaskiakak|alaska
PKB,Wood County Airport-Gill Robb Wilson Field,Williamstown,WV,West Virginia,39.3462,-81.4345,pkb|woodcountyairportgillrobbwilsonfield|williamstownwv|westvirginia
PLN,Pellston Regional Airport,Pellston,MI,Michigan,45.571,-84.7857,pln|pellstonregionalairport|pellstonmi|michigan
PMD,Air Force Plant Nr 42 Palmdale,Palmdale,CA,California,34.6294,-118.084,pmd|airforceplantnr42palmdale|palmdaleca|california
PML,Port Moller,Port Moller,AK,Alaska,55.9833,-160.533,pml|portmollerak|alaska
PNS,Pensacola Regional Airport,Pensacola,FL,Florida,30.4761,-87.1941,pns|pensacolaregionalairport|pensacolafl|florida
PPG,Pago Pago International Airport,Pago Pago,AS,American Samoa,-14.3242,-170.706,ppg|pagopagointernationalairport|pagopagoas|americansamoa
PPV,Port Protection,Port Protection,AK,Alaska,62.8903,-149.054,ppv|alaska|portprotectionak|alaska
PQI,Northern Maine Regional Airport,Presque Isle,ME,Maine,46.6921,-68.0447,pqi|northernmaineregionalairport|presqueisleme|maine
PQS,Pilot Station,Pilot Station,AK,Alaska,61.9362,-162.882,pqs|pilotstation|pilotstationak|alaska
PRC,Ernest A Love Field Airport,Prescott,AZ,Arizona,34.6492,-112.428,prc|ernestalovefieldairport|prescottaz|arizona
PSC,Tri Cities Airport,Pasco,WA,Washington,46.2592,-119.117,psc|tricitiesairport|pascowa|washington
PSE,Mercedita Airport,Coto Laurel,PR,Puerto Rico,18.0116,-66.5664,pse|merceditaairport|cotolaurelpr|puertorico
PSG,Petersburg James A Johnson Airport,Petersburg,AK,Alaska,56.8067,-132.933,psg|petersburgjamesajohnsonairport|petersburgak|alaska
PSP,Palm Springs International Airport,Palm Springs,CA,California,33.8227,-116.509,psp|palmspringsinternationalairport|palmspringsca|california
PTA,Port Alsworth,Port Alsworth,AK,Alaska,60.3956,-154.494,pta|portalsworth|portalsworthak|alaska
PTH,Port Heiden Airport,Port Heiden,AK,Alaska,56.9667,-158.633,pth|portheidenairport|portheidenak|alaska
PTU,Platinum,Platinum,AK,Alaska,58.9216,-161.727,ptu|platinum|platinumak|alaska
PUB,Pueblo Memorial Airport,Pueblo,CO,Colorado,38.2836,-104.496,pub|pueblomemorialairport|puebloco|colorado
PUW,Pullman-Moscow Regional Airport,Pullman,WA,Washington,46.743,-117.119,puw|pullmanmoscowregionalairport|pullmanwa|washington
PVC,Provincetown Municipal Airport,Provincetown,MA,Massachusetts,42.0771,-70.2169,pvc|provincetownmunicipalairport|provincetownma|massachusetts
PVD,Theodore Francis Green State Airport,Warwick,RI,Rhode Island,41.723,-71.4399,pvd|theodorefrancisgreenstateairport|warwickri|rhodeisland
PWK,Pal Waukee Airport,Wheeling,IL,Illinois,42.1162,-87.8987,pwk|palwaukeeairport|wheelingil|illinois
PWM,Jetport International Airport,Portland,ME,Maine,43.6475,-70.3103,pwm|jetportinternationalairport|portlandme|maine
QUL,Qulin,Qulin,MO,Missouri,36.5922,-90.2465,qul|qulinmo|missouri
RAP,Rapid City Regional Airport,Rapid City,SD,South Dakota,44.037,-103.06,rap|rapidcityregionalairport|rapidcitysd|southdakota
RBH,Brooks Lodge,Brooks Lodge,AK,Alaska,64.7381,-155.489,rbh|brookslodge|brookslodgeak|alaska
RBX,Roundup Airport,Roundup,MT,Montana,46.4717,-108.55,rbx|roundupairport|roundupmt|montana
RBY,Ruby Airport,Ruby,AK,Alaska,64.7381,-155.489,rby|rubyairport|rubyak|alaska
RCE,Roche Harbor Airport,Friday Harbor,WA,Washington,48.6126,-123.14,rce|rocheharborairport|fridayharborwa|washington
RCP,Cinder River,Cinder River,AK,Alaska,56.9809585,-157.7490617,rcp|cinderriverak|alaska
RDB,Red Dog,Red Dog,AK,Alaska,67.75,-163.667,rdb|reddog|reddogak|alaska
RDD,Redding Municipal Airport,Redding,CA,California,40.5056,-122.302,rdd|reddingmunicipalairport|reddingca|california
RDM,Roberts Field Airport,Redmond,OR,Oregon,44.2533,-121.162,rdm|robertsfieldairport|redmondor|oregon
RDU,Durham International Airport,Raleigh/Durham,NC,North Carolina,35.8729,-78.7923,rdu|durhaminternationalairport|raleigh/durhamnc|northcarolina
RDV,Red Devil,Red Devil,AK,Alaska,61.7645,-157.312,rdv|reddevil|reddevilak|alaska
RFD,Greater Rockford Airport,Rockford,IL,Illinois,42.2035,-89.0955,rfd|greaterrockfordairport|rockfordil|illinois
RHI,Rhinelander-Oneida County Airport,Rhinelander,WI,Wisconsin,45.626,-89.4626,rhi|rhinelanderoneidacountyairport|rhinelanderwi|wisconsin
RIC,Richmond International Airport,Richmond,VA,Virginia,37.5108,-77.3332,ric|richmondinternationalairport|richmondva|virginia
RIV,March Air Force Base,Alessandro,CA,California,33.8806,-117.259,riv|marchairforcebase|alessandroca|california
RIW,Riverton Regional Airport,Riverton,WY,Wyoming,43.0611,-108.458,riw|rivertonregionalairport|rivertonwy|wyoming
RKD,Knox County Regional Airport,Owls Head,ME,Maine,44.0612,-69.0943,rkd|knoxcountyregionalairport|owlsheadme|maine
RKS,Rock Springs-Sweetwater County Airport,Rock Springs,WY,Wyoming,41.5988,-109.072,rks|rockspringssweetwatercountyairport|rockspringswy|wyoming
RMP,Rampart,Rampart,AK,Alaska,65.5063,-150.169,rmp|rampart|rampartak|alaska
RNO,Reno-Tahoe International Airport,Reno,NV,Nevada,39.5064,-119.776,rno|renotahoeinternationalairport|renonv|nevada
ROA,Roanoke Regional Airport-Woodrum Field,Roanoke,VA,Virginia,37.3203,-79.9688,roa|roanokeregionalairportwoodrumfield|roanokeva|virginia
ROC,Greater Rochester International Airport,Rochester,NY,New York,43.1309,-77.6697,roc|greaterrochesterinternationalairport|rochesterny|newyork
ROP,Rota International Airport,Rota,MP,Northern Mariana Islands,14.1667,145.25,rop|rotainternationalairport|rotamp|northernmarianaislands
ROW,Roswell Industrial Air Center,Roswell,NM,New Mexico,33.3071,-104.519,row|roswellindustrialaircenter|roswellnm|newmexico
RSH,Russian,Russian Mission,AK,Alaska,61.7833,-161.333,rsh|russian|russianmissionak|alaska
RSJ,Rosario Seaplane Base,Olga,WA,Washington,48.6339,-122.81,rsj|rosarioseaplanebase|olgawa|washington
RST,Rochester International Airport,Rochester,MN,Minnesota,43.9101,-92.4884,rst|rochesterinternationalairport|rochestermn|minnesota
RSW,Southwest Florida International Airport,Fort Myers,FL,Florida,26.5228,-81.7531,rsw|southwestfloridainternationalairport|fortmyersfl|florida
RUT,Rutland State Airport,North Clarendon,VT,Vermont,43.5291,-72.945,rut|rutlandstateairport|northclarendonvt|vermont
SAN,San Diego International Airport,San Diego,CA,California,32.7299,-117.195,san|sandiegointernationalairport|sandiegoca|california
SAT,San Antonio International Airport,San Antonio,TX,Texas,29.5252,-98.4729,sat|sanantoniointernationalairport|sanantoniotx|texas
SAV,Savannah International Airport,Savannah,GA,Georgia,32.1338,-81.2133,sav|savannahinternationalairport|savannahga|georgia
SBA,Santa Barbara Municipal Airport,Goleta,CA,California,34.4255,-119.835,sba|santabarbaramunicipalairport|goletaca|california
SBN,South Bend Regional Airport,South Bend,IN,Indiana,41.7006,-86.311,sbn|southbendregionalairport|southbendin|indiana
SBP,San Luis Obispo County Airport,San Luis Obispo,CA,California,35.239,-120.641,sbp|sanluisobispocountyairport|sanluisobispoca|california
SBY,Salisbury-Wicomico County Regional Airport,Salisbury,MD,Maryland,38.3431,-75.517,sby|salisburywicomicocountyregionalairport|salisburymd|maryland
SCC,Deadhorse Airport,Prudhoe Bay,AK,Alaska,70.1975,-148.458,scc|deadhorseairport|prudhoebayak|alaska
SCE,University Park Airport,State College,PA,Pennsylvania,40.8515,-77.851,sce|universityparkairport|statecollegepa|pennsylvania
SCK,Stockton Metropolitan Airport,Stockton,CA,California,37.8973,-121.253,sck|stocktonmetropolitanairport|stocktonca|california
SCM,Scammon Bay,Scammon Bay,AK,Alaska,61.8425,-165.58,scm|scammonbay|scammonbayak|alaska
SDF,Louisville International Airport,Louisville,KY,Kentucky,38.1865,-85.7462,sdf|louisvilleinternationalairport|louisvilleky|kentucky
SDP,Sand Point Airport,Sand Point,AK,Alaska,55.3184,-160.523,sdp|sandpointairport|sandpointak|alaska
SDY,Sidney Richland Municipal Airport,Sidney,MT,Montana,47.7113,-104.184,sdy|sidneyrichlandmunicipalairport|sidneymt|montana
SEA,Tacoma International Airport,Seattle,WA,Washington,47.4405,-122.296,sea|tacomainternationalairport|seattlewa|washington
SFB,Orlando Sanford International Airport,Sanford,FL,Florida,28.773,-81.2403,sfb|orlandosanfordinternationalairport|sanfordfl|florida
SFO,San Francisco International Airport,San Francisco,CA,California,37.6148,-122.392,sfo|sanfranciscointernationalairport|sanfranciscoca|california
SGF,Springfield Regional Airport,Springfield,MO,Missouri,37.243,-93.3817,sgf|springfieldregionalairport|springfieldmo|missouri
SGU,St George Municipal Airport,St. George,UT,Utah,37.0973,-113.591,sgu|stgeorgemunicipalairport|st.georgeut|utah
SGY,Skagway Airport,Skagway,AK,Alaska,59.4594,-135.314,sgy|skagwayairport|skagwayak|alaska
SHD,Shenandoah Valley Regional Airport,Weyers Cave,VA,Virginia,38.2637,-78.9013,shd|shenandoahvalleyregionalairport|weyerscaveva|virginia
SHG,Shungnak Airport,Shungnak,AK,Alaska,66.8801,-157.067,shg|shungnakairport|shungnakak|alaska
SHH,Shishmaref,Shishmaref,AK,Alaska,66.2568,-166.067,shh|shishmaref|shishmarefak|alaska
SHR,Sheridan County Airport,Sheridan,WY,Wyoming,44.7739,-106.97,shr|sheridancountyairport|sheridanwy|wyoming
SHV,Shreveport Regional Airport,Shreveport,LA,Louisiana,32.4549,-93.8285,shv|shreveportregionalairport|shreveportla|louisiana
SHX,Shageluk,Shageluk,AK,Alaska,62.6333,-159.583,shx|shageluk|shagelukak|alaska
SIG,Isla Grande Airport,San Juan,PR,Puerto Rico,18.4558,-66.0981,sig|islagrandeairport|sanjuanpr|puertorico
SIT,Sitka Airport,Sitka,AK,Alaska,57.0535,-135.366,sit|sitkaairport|sitkaak|alaska
SJC,Norman Y Mineta San Jose International Airport,San Jose,CA,California,37.3679,-121.926,sjc|normanyminetasanjoseinternationalairport|sanjoseca|california
SJT,Mathis Field Airport,San Angelo,TX,Texas,31.3616,-100.507,sjt|mathisfieldairport|sanangelotx|texas
SJU,Luis Munoz Marin Airport,Carolina,PR,Puerto Rico,18.4367,-66.0095,sju|luismunozmarinairport|carolinapr|puertorico
SKK,Shaktoolik,Shaktoolik,AK,Alaska,64.3549,-161.193,skk|shaktoolik|shaktoolikak|alaska
SLC,Salt Lake City International Airport,Salt Lake City,UT,Utah,40.7862,-111.982,slc|saltlakecityinternationalairport|saltlakecityut|utah
SLE,Mcnary Field Airport,Salem,OR,Oregon,44.9104,-123.008,sle|mcnaryfieldairport|salemor|oregon
SLK,Adirondack Regional Airport,Saranac Lake,NY,New York,44.3804,-74.2038,slk|adirondackregionalairport|saranaclakeny|newyork
SLN,Salina Municipal Airport,Salina,KS,Kansas,38.7786,-97.6397,sln|salinamunicipalairport|salinaks|kansas
SLQ,Sleetmute Airport,Sleetmute,AK,Alaska,61.7,-157.117,slq|sleetmuteairport|sleetmuteak|alaska
SMF,Sacramento International Airport,Sacramento,CA,California,38.683,-121.591,smf|sacramentointernationalairport|sacramentoca|california
SMK,St Michael,St Michael,AK,Alaska,63.4735,-162.052,smk|alaska|stmichaelak|alaska
SMN,Lemhi County Airport,Salmon,ID,Idaho,45.1148,-113.888,smn|lemhicountyairport|salmonid|idaho
SMX,Santa Maria Public Airport,Santa Maria,CA,California,34.8888,-120.437,smx|santamariapublicairport|santamariaca|california
SNA,John Wayne Airport,Santa Ana,CA,California,33.6813,-117.859,sna|johnwayneairport|santaanaca|california
SNP,Saint Paul Island,Saint Paul Island,AK,Alaska,57.1667,-170.217,snp|saintpaulisland|saintpaulislandak|alaska
SOV,Seldovia,Seldovia,AK,Alaska,59.4428,-151.705,sov|seldoviaak|alaska
SOW,Show Low Municipal Airport,Show Low,AZ,Arizona,34.2595,-110.005,sow|showlowmunicipalairport|showlowaz|arizona
SPB,St Thomas Seaplane Base,Charlotte Amalie,VI,US Virgin Islands,18.3409,-64.9698,spb|stthomasseaplanebase|charlotteamalievi|usvirginislands
SPI,Capital Airport,Springfield,IL,Illinois,39.8445,-89.672,spi|capitalairport|springfieldil|illinois
SPN,Saipan International Airport,Saipan,MP,Northern Mariana Islands,15.1333,145.717,spn|saipaninternationalairport|saipanmp|northernmarianaislands
SPS,Sheppard Air Force Base,Wichita Falls,TX,Texas,33.9862,-98.4984,sps|sheppardairforcebase|wichitafallstx|texas
SRQ,Sarasota Bradenton Airport,Sarasota,FL,Florida,27.3868,-82.5516,srq|sarasotabradentonairport|sarasotafl|florida
SRV,Stony River,Stony River,AK,Alaska,62.8903,-149.054,srv|alaska|stonyriverak|alaska
SSB,Christiansted Harbor Seaplane Base,Christiansted,VI,US Virgin Islands,17.75,-64.7,ssb|christianstedharborseaplanebase|christianstedvi|usvirginislands
STC,St Cloud Regional Airport,St. Cloud,MN,Minnesota,45.5463,-94.066,stc|stcloudregionalairport|st.cloudmn|minnesota
STG,St George Island,St George Island,AK,Alaska,62.8903,-149.054,stg|alaska|stgeorgeislandak|alaska
STL,Lambert St Louis International Airport,St. Louis,MO,Missouri,38.7414,-90.3647,stl|lambertstlouisinternationalairport|st.louismo|missouri
STS,Sonoma County Airport,Windsor,CA,California,38.511,-122.805,sts|sonomacountyairport|windsorca|california
STT,Cyril E King International Airport,Charlotte Amalie,VI,US Virgin Islands,18.3333,-64.9667,stt|cyrilekinginternationalairport|charlotteamalievi|usvirginislands
STX,Henry E Rohlson International Airport,Frederiksted,VI,US Virgin Islands,17.6988,-64.7977,stx|henryerohlsoninternationalairport|frederikstedvi|usvirginislands
SUN,Friedman Memorial Airport,Hailey,ID,Idaho,43.5065,-114.301,sun|friedmanmemorialairport|haileyid|idaho
SUX,Sioux Gateway Airport,Sioux City,IA,Iowa,42.4012,-96.3784,sux|siouxgatewayairport|siouxcityia|iowa
SVA,Savoonga,Savoonga,AK,Alaska,63.6951,-170.465,sva|alaska|savoongaak|alaska
SVC,Silver City-Grant County Airport,Silver City,NM,New Mexico,32.6301,-108.164,svc|silvercitygrantcountyairport|silvercitynm|newmexico
SVS,Stevens Village,Stevens Village,AK,Alaska,66.0044,-149.091,svs|stevensvillage|stevensvillageak|alaska
SWF,Stewart International Airport,New Windsor,NY,New York,41.4869,-74.0974,swf|stewartinternationalairport|newwindsorny|newyork
SWO,Stillwater Municipal Airport,Stillwater,OK,Oklahoma,36.1618,-97.0751,swo|stillwatermunicipalairport|stillwaterok|oklahoma
SXP,Sheldon SPB,Sheldon Point,AK,Alaska,62.5333,-164.833,sxp|sheldonspb|sheldonpointak|alaska
SYB,Seal Bay Airport,Kodiak,AK,Alaska,58.1667,-152.5,syb|sealbayairport|kodiakak|alaska
SYR,Hancock International Airport,Syracuse,NY,New York,43.1141,-76.1121,syr|hancockinternationalairport|syracuseny|newyork
TAL,Ralph Calhoun,Tanana,AK,Alaska,47.7184,-115.431,tal|ralphcalhoun|tananaak|alaska
TBN,Waynesville Regional Airport At Forney Field,Fort Leonard Wood,MO,Missouri,37.7327,-92.1361,tbn|waynesvilleregionalairportatforneyfield|fortleonardwoodmo|missouri
TCT,Takotna,Takotna,AK,Alaska,62.9845,-156.07,tct|takotna|takotnaak|alaska
TEB,Teterboro Airport,Teterboro,NJ,New Jersey,40.8541,-74.0662,teb|teterboroairport|teterboronj|newjersey
TEK,Tatitlek Seaplane Base,Valdez,AK,Alaska,60.8644,-146.693,tek|tatitlekseaplanebase|valdezak|alaska
TEX,Telluride Regional Airport,Telluride,CO,Colorado,37.9544,-107.901,tex|tellurideregionalairport|tellurideco|colorado
TGC,Gibson County Airport,Milan,TN,Tennessee,35.9349,-88.8506,tgc|gibsoncountyairport|milantn|tennessee
TKE,Tenakee Springs,Tenakee Springs,AK,Alaska,57.7773,-135.208,tke|tenakeesprings|tenakeespringsak|alaska
TKJ,Tok Junction Airport,Tok,AK,Alaska,63.328819,-142.953613,tkj|tokjunctionairport|tokak|alaska
TLA,Teller,Teller,AK,Alaska,65.2413,-166.331,tla|teller|tellerak|alaska
TLH,Tallahassee Regional Airport,Tallahassee,FL,Florida,30.3964,-84.3503,tlh|tallahasseeregionalairport|tallahasseefl|florida
TLJ,Tatalina LRRS Airport,McGrath,AK,Alaska,62.895031,-155.977011,tlj|tatalinaak|alaska
TLT,Tuluksak,Tuluksak,AK,Alaska,61.0959,-160.968,tlt|tuluksak|tuluksakak|alaska
TNC,Tin City AFS,Tin City,AK,Alaska,65.5639,-167.919,tnc|tincityafs|tincityak|alaska
TNK,Tununak Airport,Tununak,AK,Alaska,60.5813,-165.253,tnk|tununakairport|tununakak|alaska
TOG,Togiak Village,Togiak Village,AK,Alaska,37.1198,-89.8786,tog|togiakvillage|togiakvillageak|alaska
TOL,Toledo Express Airport,Swanton,OH,Ohio,41.5923,-83.8072,tol|toledoexpressairport|swantonoh|ohio
TPA,Tampa International Airport,Tampa,FL,Florida,27.9744,-82.5356,tpa|tampainternationalairport|tampafl|florida
TRI,Tri-Cities Regional Airport,Blountville,TN,Tennessee,36.4805,-82.4087,tri|tricitiesregionalairport|blountvilletn|tennessee
TSS,East 34th Street Heliport,New York,NY,New York,40.7474,-73.9912,tss|east34thstreetheliport|newyorkny|newyork
TUL,Tulsa International Airport,Tulsa,OK,Oklahoma,36.1877,-95.8892,tul|tulsainternationalairport|tulsaok|oklahoma
TUP,Tupelo Municipal-C D Lemons Airport,Tupelo,MS,Mississippi,34.2662,-88.766,tup|tupelomunicipalcdlemonsairport|tupeloms|mississippi
TUS,Tucson International Airport,Tucson,AZ,Arizona,32.1204,-110.936,tus|tucsoninternationalairport|tucsonaz|arizona
TVC,Cherry Capital Airport,Traverse City,MI,Michigan,44.7365,-85.5796,tvc|cherrycapitalairport|traversecitymi|michigan
TVF,Thief River Falls Regional Airport,Thief River Falls,MN,Minnesota,48.0655,-96.1791,tvf|thiefriverfallsregionalairport|thiefriverfallsmn|minnesota
TWA,Twin Hills,Twin Hills,AK,Alaska,36.8259,-83.3212,twa|twinhills|twinhillsak|alaska
TWF,Twin Falls-Sun Valley Regional Airport,Twin Falls,ID,Idaho,42.4838,-114.485,twf|twinfallssunvalleyregionalairport|twinfallsid|idaho
TXK,Texarkana Regional Airport,Texarkana,AR,Arkansas,33.457,-93.9943,txk|texarkanaregionalairport|texarkanaar|arkansas
TYR,Tyler Pounds Field Airport,Tyler,TX,Texas,32.3506,-95.4118,tyr|tylerpoundsfieldairport|tylertx|texas
TYS,Mcghee Tyson Airport,Knoxville,TN,Tennessee,35.8064,-83.9889,tys|mcgheetysonairport|knoxvilletn|tennessee
UGB,Ugashik Bay Airport,Pilot Point,AK,Alaska,57.4253,-157.74,ugb|ugashikbayairport|pilotpointak|alaska
UGI,Uganik Airport,Kodiak,AK,Alaska,57.8838,-153.369,ugi|uganikairport|kodiakak|alaska
UIN,Quincy Municipal Airport-Baldwin Field,Quincy,IL,Illinois,39.9348,-91.196,uin|quincymunicipalairportbaldwinfield|quincyil|illinois
UNK,Unalakleet,Unalakleet,AK,Alaska,63.8833,-160.783,unk|unalakleet|unalakleetak|alaska
